experiment,mode,agent,episode,layout,numGhosts,trainingEpisodes,win,score,reward,steps,duration_sec,alpha,gamma,epsilon,strategy,timestamp,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
ep400_ghosts1,train,q_learning,0,mediumClassic,1,400,1,1154.0,4115.799999999988,316,2.906497001647949,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:00,-0.006721,0.005043,0.000000,0.000000,25.442801,7.202950,25.059166,6.777705,0.923298,3.478616,0.313150
ep400_ghosts1,train,q_learning,1,mediumClassic,1,400,1,1221.0,4196.199999999992,249,2.2694990634918213,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:03,-0.006721,0.161518,0.000000,0.000000,48.108120,17.646606,52.493074,16.442076,1.988785,4.597425,2.442656
ep400_ghosts1,train,q_learning,2,mediumClassic,1,400,0,171.0,-1857.3360824742365,269,2.58583927154541,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:05,-18.550210,0.120182,0.000000,0.000000,51.729604,28.566607,45.873335,9.799354,2.832949,-13.017805,3.399620
ep400_ghosts1,train,q_learning,3,mediumClassic,1,400,1,953.0,3874.5999999999794,517,4.019136905670166,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:09,-18.550210,0.120182,0.000000,0.069523,71.589375,45.848193,77.936620,24.498084,3.919742,-10.029131,5.050682
ep400_ghosts1,train,q_learning,4,mediumClassic,1,400,1,727.0,3603.399999999971,743,5.5471765995025635,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:15,-18.550210,0.120182,0.000000,0.069523,90.279796,60.469341,107.278048,37.078398,5.449596,-6.507053,6.353917
ep400_ghosts1,train,q_learning,5,mediumClassic,1,400,1,1065.0,4008.9999999999845,405,3.0812323093414307,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:18,-18.550210,0.187859,0.000000,0.069523,106.200373,81.902437,145.405349,58.893196,8.268789,0.076506,7.356517
ep400_ghosts1,train,q_learning,6,mediumClassic,1,400,1,1166.0,4130.19999999999,304,2.4968421459198,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:20,-18.550210,0.187859,0.000000,0.069523,120.719378,101.321756,182.093804,79.568724,8.925676,4.097171,8.951678
ep400_ghosts1,train,q_learning,7,mediumClassic,1,400,0,80.0,269.5360824742076,750,5.547709941864014,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:26,-18.550210,0.187859,0.000000,0.115637,116.214220,108.475608,182.206149,80.000543,9.229292,1.732803,9.919430
ep400_ghosts1,train,q_learning,8,mediumClassic,1,400,0,160.0,455.51546391750725,750,5.802543640136719,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:32,-18.550210,0.187859,0.000000,0.154020,113.178992,120.276827,190.094688,88.144290,9.753205,0.447091,12.235419
ep400_ghosts1,train,q_learning,9,mediumClassic,1,400,1,1229.0,4205.799999999992,241,2.335507869720459,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:34,-18.550210,0.187859,0.000000,0.154020,124.955065,136.145884,223.072668,105.354477,10.549301,3.669237,13.387094
ep400_ghosts1,train,q_learning,10,mediumClassic,1,400,1,1201.0,4172.199999999992,269,2.5906360149383545,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:37,-18.550210,0.187859,0.000000,0.154020,135.369641,152.338896,258.251271,125.011391,10.908290,9.455545,14.383078
ep400_ghosts1,train,q_learning,11,mediumClassic,1,400,1,1058.0,4000.599999999984,412,4.031056642532349,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:41,-18.550210,0.187859,0.000000,0.154020,145.583048,173.976979,298.052964,149.902574,11.810371,14.330520,16.180125
ep400_ghosts1,train,q_learning,12,mediumClassic,1,400,1,1173.0,4138.599999999991,297,2.9543962478637695,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:44,-18.550210,0.187859,0.000000,0.166208,152.866800,201.780456,347.169331,184.414792,15.320108,22.108835,16.981109
ep400_ghosts1,train,q_learning,13,mediumClassic,1,400,1,1141.0,4100.199999999988,329,3.31958270072937,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:47,-18.550210,0.180150,0.000000,0.166208,161.968346,232.236689,402.186053,225.117304,18.263743,28.494036,18.139424
ep400_ghosts1,train,q_learning,14,mediumClassic,1,400,1,1201.0,4172.19999999999,269,2.578260898590088,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:50,-18.550210,0.096611,0.000000,0.166208,166.266779,260.578137,454.085500,263.075229,19.871632,35.224174,19.599252
ep400_ghosts1,train,q_learning,15,mediumClassic,1,400,1,1219.0,4193.799999999992,251,2.3942716121673584,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:52,-18.550210,0.037242,0.000000,0.150840,170.914090,289.351102,505.204973,300.652713,21.761684,40.660043,22.458750
ep400_ghosts1,train,q_learning,16,mediumClassic,1,400,1,1221.0,4196.199999999992,249,2.4012207984924316,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:54,-18.550210,-0.020355,0.000000,0.150840,173.532193,314.986570,557.196843,339.330910,23.386659,48.209629,23.617520
ep400_ghosts1,train,q_learning,17,mediumClassic,1,400,0,-267.0,-2280.7298969072162,47,0.4517331123352051,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:55,-41.026146,0.845126,0.000000,0.150840,171.872712,307.305523,540.447879,322.602943,22.193677,27.253824,23.617520
ep400_ghosts1,train,q_learning,18,mediumClassic,1,400,0,-62.0,-2066.441237113402,82,0.725125789642334,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:26:56,-64.035882,1.690662,0.000000,0.150840,170.797933,315.370717,541.865966,324.034976,21.908749,6.387478,25.272181
