experiment,mode,agent,episode,layout,numGhosts,trainingEpisodes,win,score,reward,steps,duration_sec,alpha,gamma,epsilon,strategy,timestamp,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
ep400_ghosts1,train,sarsa,0,mediumClassic,1,400,0,196.0,-1838.7175257732017,204,1.0288093090057373,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:58:51,-17.895515,0.000000,0.000000,0.009322,6.621274,3.481560,-11.336514,-11.511521,-0.436542,-17.165717,0.355690
ep400_ghosts1,train,sarsa,1,mediumClassic,1,400,0,-10.0,40.30927835049786,750,2.9528720378875732,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:58:54,-17.895515,0.000000,0.000000,0.002242,11.686671,8.553290,-10.444217,-10.712250,0.083060,-17.039719,0.833037
ep400_ghosts1,train,sarsa,2,mediumClassic,1,400,0,210.0,571.7525773195572,750,2.9144935607910156,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:58:57,-17.895515,0.000000,0.000000,0.026041,16.742087,15.314648,-6.762815,-7.167043,0.803911,-16.760110,1.357678
ep400_ghosts1,train,sarsa,3,mediumClassic,1,400,0,210.0,571.7525773195574,750,2.742274284362793,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:00,-17.895515,0.000000,0.000000,0.026041,20.506019,21.998443,-3.609438,-4.060067,1.305798,-16.514970,1.922405
ep400_ghosts1,train,sarsa,4,mediumClassic,1,400,0,150.0,432.26804123708376,750,2.87689208984375,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:03,-17.895515,0.000000,0.000000,0.104890,22.740305,27.302792,-1.710967,-2.205269,1.864164,-16.198362,2.268427
ep400_ghosts1,train,sarsa,5,mediumClassic,1,400,1,939.0,3857.7999999999793,531,2.1652638912200928,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:05,-17.895515,0.000000,0.000000,0.235859,43.248050,32.212146,20.296796,1.817016,2.398154,-13.682794,2.814322
ep400_ghosts1,train,sarsa,6,mediumClassic,1,400,1,1195.0,4164.999999999991,275,1.289881944656372,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:06,-17.895515,0.000000,0.000000,0.315143,60.099984,38.562952,43.484371,7.445272,2.744959,-10.292044,3.457271
ep400_ghosts1,train,sarsa,7,mediumClassic,1,400,0,50.0,199.7938144329663,750,2.871147871017456,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:09,-17.895515,0.000000,0.000000,0.315143,59.685204,42.385336,40.472386,4.452896,2.783304,-10.904383,3.913937
ep400_ghosts1,train,sarsa,8,mediumClassic,1,400,1,1007.0,3939.399999999982,463,1.8808681964874268,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:11,-17.895515,0.029090,0.325747,0.428085,72.835547,47.565268,60.824549,7.627802,2.803877,-9.029496,4.560982
ep400_ghosts1,train,sarsa,9,mediumClassic,1,400,1,1199.0,4169.79999999999,271,1.2248749732971191,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:12,-17.895515,0.029090,0.325747,0.428085,84.526023,53.509256,82.391014,12.393085,2.734425,-7.005405,5.190878
ep400_ghosts1,train,sarsa,10,mediumClassic,1,400,1,1285.0,4272.9999999999945,185,0.9232630729675293,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:13,-17.895515,0.029090,0.325747,0.428085,95.995866,59.404717,104.420103,17.785223,2.453208,-3.868517,5.888133
ep400_ghosts1,train,sarsa,11,mediumClassic,1,400,0,120.0,362.52577319584833,750,2.8732848167419434,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:16,-17.895515,0.029090,0.325747,0.428085,86.289180,58.778420,97.465155,11.188900,2.219765,-4.624222,6.269141
ep400_ghosts1,train,sarsa,12,mediumClassic,1,400,1,1276.0,4262.199999999993,194,0.9618992805480957,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:17,-17.895515,0.029090,0.325747,-0.211129,95.118462,64.558754,119.484186,16.761156,1.980354,-1.833300,6.792670
ep400_ghosts1,train,sarsa,13,mediumClassic,1,400,1,1013.0,3946.599999999982,457,1.966324806213379,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:19,-17.895515,0.029090,0.325747,0.312203,97.723536,67.300175,135.968567,17.306657,1.369662,1.172146,7.494161
ep400_ghosts1,train,sarsa,14,mediumClassic,1,400,1,1110.0,4062.999999999992,360,1.6011772155761719,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:20,-17.810653,-0.337739,0.325747,0.312203,106.666909,71.099005,153.533160,18.656600,0.793798,5.247759,7.569625
ep400_ghosts1,train,sarsa,15,mediumClassic,1,400,1,1280.0,4266.999999999995,190,1.0123932361602783,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:22,-17.810653,0.476241,0.325747,0.312203,112.373762,76.293843,173.663812,22.898939,0.234521,9.222241,7.878398
ep400_ghosts1,train,sarsa,16,mediumClassic,1,400,1,1211.0,4184.199999999991,259,1.2608990669250488,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:23,-17.810653,0.476241,0.325747,0.312203,116.046226,79.329419,191.660812,25.184014,-0.245145,12.002633,8.268177
ep400_ghosts1,train,sarsa,17,mediumClassic,1,400,1,1209.0,4181.799999999991,261,1.2070679664611816,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:24,-17.810653,1.314469,0.325747,0.312203,118.247162,84.685387,209.894435,28.173163,-0.511805,14.562008,8.138374
ep400_ghosts1,train,sarsa,18,mediumClassic,1,400,1,1174.0,4139.79999999999,296,1.3725531101226807,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:25,-17.810653,1.294006,0.325747,0.312203,119.470268,87.713449,226.110985,29.091244,-0.865592,15.308600,9.792401
ep400_ghosts1,train,sarsa,19,mediumClassic,1,400,1,1281.0,4268.199999999994,189,0.9576072692871094,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:26,-17.810653,1.294006,0.325747,0.312203,121.933737,91.288382,244.427192,32.300887,-1.249706,16.103047,12.104926
ep400_ghosts1,train,sarsa,20,mediumClassic,1,400,1,1137.0,4095.3999999999883,333,1.8017024993896484,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:28,-17.810653,1.294006,0.325747,0.552145,124.189467,91.860936,258.668374,31.516129,-1.917748,17.407633,12.331613
ep400_ghosts1,train,sarsa,21,mediumClassic,1,400,1,1181.0,4148.19999999999,289,1.4433844089508057,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:30,-17.810653,1.294006,0.325747,0.593282,124.788459,93.225662,273.606151,31.530615,-2.814108,19.172996,12.528009
ep400_ghosts1,train,sarsa,22,mediumClassic,1,400,1,1207.0,4179.3999999999905,263,1.33345627784729,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:31,-17.810653,1.387757,0.325747,0.593282,124.581821,94.874355,288.900906,32.313525,-3.364600,21.295099,12.281306
ep400_ghosts1,train,sarsa,23,mediumClassic,1,400,1,1156.0,4118.199999999993,314,1.4554688930511475,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:32,-17.810653,1.387757,0.325747,0.153849,125.324326,95.174431,302.349015,31.381645,-4.099869,25.931053,11.987435
ep400_ghosts1,train,sarsa,24,mediumClassic,1,400,1,910.0,3822.9999999999773,560,2.541381597518921,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:35,-17.810653,1.389178,0.325747,0.153849,125.216466,92.244986,308.529616,23.056622,-6.106749,26.358644,11.904660
ep400_ghosts1,train,sarsa,25,mediumClassic,1,400,1,1299.0,4289.799999999996,171,0.9203386306762695,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:36,-17.810653,1.389178,0.325747,0.195089,123.468286,96.012456,325.947363,26.027428,-6.933779,27.758992,12.313565
ep400_ghosts1,train,sarsa,26,mediumClassic,1,400,0,-177.0,-2286.317525773219,577,2.5624959468841553,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:38,-37.702996,1.128018,0.325747,0.195089,106.037606,89.074579,294.448944,-4.794055,-10.935547,6.241894,12.242637
ep400_ghosts1,train,sarsa,27,mediumClassic,1,400,1,1256.0,4238.199999999993,214,1.1687915325164795,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:40,-37.702996,1.128018,0.325747,0.195089,108.401492,91.510508,311.711124,-2.372399,-11.275586,8.723580,12.133566
ep400_ghosts1,train,sarsa,28,mediumClassic,1,400,1,1183.0,4150.599999999989,287,1.401648998260498,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:41,-37.702996,1.223462,0.325747,0.195089,109.480062,94.214465,326.608518,-2.204213,-11.642954,8.615072,13.770202
ep400_ghosts1,train,sarsa,29,mediumClassic,1,400,1,1259.0,4241.799999999993,211,1.040644884109497,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:42,-37.702996,1.223462,0.325747,0.195089,113.651530,97.631476,343.260359,-0.201152,-11.913235,11.371744,13.591917
ep400_ghosts1,train,sarsa,30,mediumClassic,1,400,1,1275.0,4260.999999999994,195,1.002495288848877,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:43,-37.262117,1.223462,0.325747,0.195089,114.769478,99.923940,360.508782,2.597771,-12.227040,15.984040,13.463990
ep400_ghosts1,train,sarsa,31,mediumClassic,1,400,1,1212.0,4165.3999999999905,258,1.266575813293457,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:44,-37.262117,1.223462,0.325747,0.195089,114.650699,100.366467,374.650795,2.317032,1.834428,17.483801,13.225060
ep400_ghosts1,train,sarsa,32,mediumClassic,1,400,1,1257.0,4239.399999999993,213,1.107764720916748,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:45,-37.262117,1.231349,0.325747,0.195089,115.063231,102.096779,390.050158,3.696492,1.161185,19.026347,13.376741
ep400_ghosts1,train,sarsa,33,mediumClassic,1,400,1,1217.0,4191.399999999992,253,1.291165828704834,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:47,-37.262117,1.231349,0.325747,0.195089,114.186348,102.352598,403.785991,3.408556,0.560527,20.328193,13.291611
ep400_ghosts1,train,sarsa,34,mediumClassic,1,400,1,864.0,3767.7999999999756,606,2.5988800525665283,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:49,-37.262117,1.231349,0.325747,0.195089,113.632888,98.010779,405.641703,-8.954795,-0.056512,19.593610,13.673424
ep400_ghosts1,train,sarsa,35,mediumClassic,1,400,0,355.0,-1680.8453608247528,305,1.5899569988250732,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:51,-57.610541,1.099203,1.431532,0.195089,96.439362,94.551103,382.939094,-30.423342,-1.266068,-0.664414,14.616224
ep400_ghosts1,train,sarsa,36,mediumClassic,1,400,1,934.0,3851.79999999998,536,2.325986623764038,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:53,-57.610541,1.099203,1.431532,0.195089,99.935414,93.889583,389.717896,-37.902576,-3.484400,-2.083670,16.375077
ep400_ghosts1,train,sarsa,37,mediumClassic,1,400,1,1060.0,4002.9999999999845,410,2.1217353343963623,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:55,-57.610541,1.145490,1.431532,0.195089,102.875426,93.641010,399.948394,-41.871505,-4.473871,-0.245484,16.289793
ep400_ghosts1,train,sarsa,38,mediumClassic,1,400,1,1167.0,4131.399999999991,303,1.544316291809082,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:57,-57.610541,0.939415,1.431532,0.195089,104.816627,95.822682,413.353632,-42.696128,-5.153308,-0.396234,17.863373
ep400_ghosts1,train,sarsa,39,mediumClassic,1,400,1,1261.0,4244.199999999993,209,1.1078476905822754,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:58,-57.610541,0.939415,1.431532,0.219452,105.444745,97.122881,429.184525,-40.962221,-5.821308,1.868074,17.901666
ep400_ghosts1,train,sarsa,40,mediumClassic,1,400,1,1210.0,4182.999999999992,260,1.294708013534546,0.006,0.99,0.3,epsilon_greedy,2025-11-22 03:59:59,-57.610541,0.977706,1.431532,0.219452,106.216604,98.409905,443.035742,-41.116252,-6.416908,1.860192,19.781814
ep400_ghosts1,train,sarsa,41,mediumClassic,1,400,1,1146.0,4086.1999999999916,324,1.6751325130462646,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:01,-57.610541,0.977706,1.431532,0.219452,106.371560,98.623331,454.457819,-43.543942,7.299874,2.968332,19.690554
ep400_ghosts1,train,sarsa,42,mediumClassic,1,400,1,1281.0,4268.199999999995,189,0.9880058765411377,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:02,-57.610541,1.018998,1.431532,0.219452,106.060643,100.955089,470.177810,-41.368005,6.685322,4.953300,19.736843
ep400_ghosts1,train,sarsa,43,mediumClassic,1,400,1,1183.0,4150.599999999989,287,1.347461462020874,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:03,-57.610541,0.955439,1.431532,0.219452,107.135345,101.152769,482.108822,-43.408546,6.026029,4.756091,20.129029
ep400_ghosts1,train,sarsa,44,mediumClassic,1,400,0,75.0,-1926.9587628865984,75,0.4088408946990967,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:04,-75.335005,0.955439,1.431532,-0.650447,98.570565,95.331615,464.625795,-60.767576,4.210047,-12.677892,19.427762
ep400_ghosts1,train,sarsa,45,mediumClassic,1,400,1,873.0,3778.5999999999763,597,2.541801929473877,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:06,-75.335005,0.955439,1.431532,-0.611511,100.573445,90.138797,467.235560,-72.120819,3.666893,-13.177525,19.337706
ep400_ghosts1,train,sarsa,46,mediumClassic,1,400,1,887.0,3795.3999999999874,583,2.6293563842773438,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:09,-75.335005,0.955439,1.431532,-0.611511,100.856697,91.777896,471.416109,-81.588667,2.593938,-11.430490,19.484483
ep400_ghosts1,train,sarsa,47,mediumClassic,1,400,0,140.0,409.02061855667256,750,2.914602041244507,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:12,-75.335005,0.955439,1.431532,-0.378990,85.263960,83.594903,451.570953,-101.015233,2.070253,-13.696155,19.462241
ep400_ghosts1,train,sarsa,48,mediumClassic,1,400,1,1263.0,4246.599999999994,207,1.089155912399292,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:13,-75.335005,0.955439,1.431532,-0.378990,87.479041,86.058383,468.205351,-98.328254,1.528225,-13.776607,22.268519
ep400_ghosts1,train,sarsa,49,mediumClassic,1,400,1,964.0,3887.79999999998,506,2.0945682525634766,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:15,-75.335005,0.955439,1.431532,-0.378990,91.740023,84.930050,475.279305,-105.474815,1.290504,-13.314466,22.008115
ep400_ghosts1,train,sarsa,50,mediumClassic,1,400,0,120.0,362.5257731958495,750,2.9998619556427,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:18,-75.335005,0.955439,1.431532,-0.313860,78.831929,76.832803,455.818662,-124.581602,0.695644,-15.782055,22.425366
ep400_ghosts1,train,sarsa,51,mediumClassic,1,400,1,1207.0,4179.3999999999905,263,1.223816156387329,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:19,-75.335005,0.955439,1.431532,-0.313860,84.027534,80.204466,471.395272,-123.119293,-0.042925,-15.726093,25.074107
ep400_ghosts1,train,sarsa,52,mediumClassic,1,400,1,1167.0,4131.3999999999905,303,1.5083770751953125,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:21,-74.612761,0.425526,1.431532,-0.775894,91.695542,82.849210,485.354034,-123.489103,-0.311990,-13.272423,24.857671
ep400_ghosts1,train,sarsa,53,mediumClassic,1,400,0,40.0,176.54639175255434,750,2.8456969261169434,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:24,-74.612761,0.425526,1.431532,-0.775894,86.120130,83.018293,466.192212,-142.467516,-0.745294,-15.397203,24.911345
ep400_ghosts1,train,sarsa,54,mediumClassic,1,400,0,117.0,-1919.9814432989808,313,1.450951099395752,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:25,-93.969078,-0.199752,1.431532,-0.775894,73.930492,80.759630,444.295200,-163.724230,-1.145284,-35.481936,25.017651
ep400_ghosts1,train,sarsa,55,mediumClassic,1,400,1,1079.0,4025.799999999985,391,1.9405250549316406,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:27,-93.969078,-0.199752,1.431532,-0.775894,73.989112,83.264821,457.924658,-163.872832,-1.327258,-31.953468,24.895897
ep400_ghosts1,train,sarsa,56,mediumClassic,1,400,1,1232.0,4209.399999999992,238,1.189574956893921,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:28,-93.969078,0.241212,1.431532,-0.775894,78.080948,86.715834,474.986322,-161.049999,-1.567160,-29.591533,25.086267
ep400_ghosts1,train,sarsa,57,mediumClassic,1,400,1,1261.0,4244.199999999996,209,1.0661125183105469,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:29,-93.969078,0.338563,1.431532,-0.775894,82.902028,90.605350,492.337372,-157.535572,-1.735336,-29.308824,29.599360
ep400_ghosts1,train,sarsa,58,mediumClassic,1,400,1,1109.0,4061.7999999999865,361,1.5251903533935547,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:31,-93.969078,0.338563,1.431532,-0.775894,87.160667,93.389676,504.920910,-158.852885,-2.000431,-27.668385,29.683452
ep400_ghosts1,train,sarsa,59,mediumClassic,1,400,1,996.0,3926.199999999988,474,1.954113483428955,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:33,-93.969078,0.338563,1.280651,-0.775894,90.850695,93.809138,513.751086,-163.808592,-2.621015,-26.107805,29.487541
ep400_ghosts1,train,sarsa,60,mediumClassic,1,400,0,-100.0,-168.91752577320773,750,3.140455484390259,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:36,-93.969078,0.338563,1.280651,-0.775894,86.454911,84.824792,492.420886,-185.050981,-4.445972,-29.164211,29.927662
ep400_ghosts1,train,sarsa,61,mediumClassic,1,400,0,-438.0,-2577.9711340206395,738,3.483238458633423,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:39,-111.821681,0.338563,1.280651,-0.775894,79.746070,83.380546,459.929221,-217.326527,-7.663736,-49.125057,29.870857
ep400_ghosts1,train,sarsa,62,mediumClassic,1,400,1,1273.0,4258.599999999994,197,0.9626724720001221,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:40,-111.821681,0.338563,1.280651,-0.775894,83.437234,89.091370,478.904276,-212.230861,-7.659200,-45.289853,29.927884
ep400_ghosts1,train,sarsa,63,mediumClassic,1,400,1,779.0,3665.799999999984,691,2.8082432746887207,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:43,-111.821681,0.461637,1.280651,-0.775894,92.620239,88.663851,485.290634,-220.293159,-8.705869,-46.307286,32.917440
ep400_ghosts1,train,sarsa,64,mediumClassic,1,400,0,160.0,455.5154639174945,750,3.48183274269104,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:47,-111.821681,0.461637,1.280651,-0.775894,79.033884,89.204862,472.296670,-232.605568,-8.986448,-47.802567,33.015936
ep400_ghosts1,train,sarsa,65,mediumClassic,1,400,1,966.0,3890.19999999998,504,2.163346767425537,0.006,0.99,0.3,epsilon_greedy,2025-11-22 04:00:49,-111.821681,0.461637,1.280651,-0.756745,81.562449,91.686102,484.339513,-234.010794,-9.184083,-46.810082,33.017425
